 Procedimentos hospitalares do SUS - por local de internação - Brasil
Internações por Município e Ano/mês processamento
Período:Abr-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"410975 Ibema";17;13;14;15;17;14;24;16;19;149
"410980 Ibiporã";286;211;305;306;215;177;339;234;310;2383
"411030 Inajá";2;2;2;3;5;6;8;9;4;41
"411040 Indianópolis";18;18;17;21;22;22;18;20;18;174
"411060 Iporã";40;47;25;14;33;38;34;-;-;231
"411070 Irati";393;323;380;467;306;397;362;458;406;3492
"411090 Itaguajé";12;11;11;7;-;-;-;-;-;41
"411100 Itambaracá";-;46;23;18;16;21;15;21;23;183
"411110 Itambé";8;4;2;7;7;1;8;6;7;50
"411125 Itaperuçu";108;102;74;133;110;94;116;112;108;957
"411130 Itaúna do Sul";6;13;11;4;7;12;10;8;13;84
"411140 Ivaí";38;35;20;-;19;28;25;35;-;200
"411150 Ivaiporã";514;399;370;430;438;444;512;515;522;4144
"411170 Jaboti";16;16;16;17;15;17;12;12;16;137
"411180 Jacarezinho";294;276;282;275;247;261;339;293;320;2587
"411190 Jaguapitã";32;29;29;31;27;17;18;32;19;234
"411200 Jaguariaíva";173;169;159;129;151;157;178;199;183;1498
"411210 Jandaia do Sul";170;156;159;88;207;204;165;179;155;1483
"411240 Japurá";34;37;36;35;34;36;39;32;37;320
"411250 Jardim Alegre";44;42;39;36;41;46;40;39;39;366
"411270 Jataizinho";70;71;70;71;67;73;77;72;71;642
"411275 Jesuítas";28;39;39;41;44;21;32;36;47;327
"411280 Joaquim Távora";41;38;27;37;20;26;38;23;32;282
"411300 Jussara";-;-;-;-;-;-;11;11;19;41
"411310 Kaloré";10;15;14;-;23;13;11;-;14;100
"411320 Lapa";124;84;61;107;71;81;64;115;73;780
"411330 Laranjeiras do Sul";252;279;228;259;320;321;382;360;308;2709
"411345 Lindoeste";11;24;16;17;19;5;9;8;8;117
"411350 Loanda";88;97;93;117;108;121;115;122;80;941
"411370 Londrina";5466;6818;3929;5009;4480;4476;4316;4701;4417;43612
"411375 Lunardelli";32;32;31;32;31;21;26;21;24;250
"411380 Lupionópolis";3;3;5;-;4;3;5;7;5;35
"411390 Mallet";47;63;51;53;52;41;46;41;52;446
"411420 Mandaguari";139;151;98;107;98;95;144;101;101;1034
"411430 Mandirituba";38;39;35;54;57;51;59;29;25;387
"411440 Mangueirinha";84;84;85;74;109;95;100;101;-;732
"411450 Manoel Ribas";24;29;31;33;21;28;23;22;23;234
"411460 Marechal Cândido Rondon";97;99;98;72;95;105;129;100;86;881
"411500 Marilena";27;-;56;28;28;27;28;27;-;221
"411520 Maringá";2925;3026;2985;2666;2965;3003;3202;3184;2937;26893
"411550 Marumbi";-;-;-;-;10;-;-;-;-;10
"411560 Matelândia";127;130;109;101;97;88;114;100;101;967
"411570 Matinhos";34;1;43;53;34;-;47;27;32;271
"411580 Medianeira";283;280;277;282;278;276;281;272;261;2490
"411600 Miraselva";3;1;-;-;2;1;-;-;3;10
"411605 Missal";68;35;31;32;32;24;62;70;18;372
"411620 Morretes";55;22;10;-;28;15;22;18;6;176
"411670 Nova Aurora";62;50;37;130;15;60;163;154;57;728
"411680 Nova Cantu";19;15;14;16;-;24;31;23;26;168
"411690 Nova Esperança";72;57;59;48;47;56;45;50;41;475
"411695 Nova Esperança do Sudoeste";6;10;6;15;11;8;5;8;14;83
"411700 Nova Fátima";-;55;27;30;29;27;27;16;20;231
"411710 Nova Londrina";54;41;36;53;41;39;52;48;52;416
"411720 Nova Olímpia";9;1;1;2;1;3;1;2;-;20
"411722 Nova Santa Rosa";18;18;14;15;12;12;9;14;12;124
"411727 Nova Tebas";66;64;55;43;43;40;51;45;51;458
"411750 Paiçandu";40;32;26;28;20;26;26;25;27;250
"411760 Palmas";238;218;280;249;220;241;174;244;266;2130
"411770 Palmeira";85;68;78;101;91;97;89;80;75;764
"411790 Palotina";75;75;61;74;78;82;80;96;88;709
"411800 Paraíso do Norte";55;53;58;54;55;51;38;43;37;444
"411820 Paranaguá";404;909;-;1037;552;663;547;435;120;4667
"411840 Paranavaí";529;690;607;669;631;533;704;842;559;5764
"411845 Pato Bragado";4;5;2;3;4;8;7;7;6;46
"411850 Pato Branco";1012;888;968;1055;957;1094;1077;896;992;8939
"411870 Paulo Frontin";10;12;20;2;11;22;9;7;12;105
"411890 Pérola";10;10;5;9;8;8;15;6;8;79
"411910 Piên";115;80;74;72;79;119;55;57;54;705
"411915 Pinhais";299;256;293;353;312;393;304;370;325;2905
"411920 Pinhalão";36;31;27;36;30;31;30;27;33;281
"411930 Pinhão";172;152;172;179;181;159;184;167;129;1495
"411940 Piraí do Sul";53;45;22;12;21;18;16;20;-;207
"411950 Piraquara";207;220;190;136;83;268;197;202;214;1717
"411960 Pitanga";277;232;207;150;317;336;360;337;177;2393
"411970 Planaltina do Paraná";1;10;3;5;11;12;12;6;-;60
"411980 Planalto";31;25;26;18;46;26;40;31;13;256
"411990 Ponta Grossa";1806;1910;1789;1889;1965;2103;2009;2231;2300;18002
"412000 Porecatu";33;12;2;9;18;11;21;5;10;121
"412020 Porto Rico";6;8;4;7;10;4;6;3;9;57
"412033 Prado Ferreira";8;1;1;1;-;2;1;1;-;15
"412035 Pranchita";34;59;51;53;60;48;54;61;52;472
"412060 Prudentópolis";333;336;336;334;326;324;315;337;299;2940
"412090 Quedas do Iguaçu";65;91;109;115;100;83;82;92;76;813
"412100 Querência do Norte";38;42;31;35;37;33;32;36;25;309
"412120 Quitandinha";61;40;51;59;46;39;40;41;30;407
"412150 Rebouças";53;50;38;57;36;65;48;52;44;443
"412180 Ribeirão Claro";55;55;54;55;55;50;50;37;44;455
"412190 Ribeirão do Pinhal";-;166;85;84;83;82;82;82;85;749
"412200 Rio Azul";59;54;62;51;48;59;65;67;45;510
"412220 Rio Branco do Sul";36;28;36;50;64;63;67;66;54;464
"412230 Rio Negro";53;63;83;68;49;78;84;111;94;683
"412240 Rolândia";485;435;405;379;397;435;490;525;421;3972
"412250 Roncador";52;46;52;88;79;84;71;75;55;602
"412260 Rondon";47;36;25;28;29;45;37;46;14;307
"412265 Rosário do Ivaí";42;42;40;39;41;41;39;42;39;365
"412290 Salto do Itararé";1;2;2;2;-;4;2;-;2;15
"412310 Santa Amélia";-;-;6;4;7;-;-;-;-;17
"412350 Santa Helena";75;60;58;56;78;69;75;104;64;639
"412370 Santa Isabel do Ivaí";8;-;8;16;23;28;25;16;23;147
"412380 Santa Izabel do Oeste";20;34;28;29;23;28;39;6;-;207
"412390 Santa Mariana";-;567;212;243;182;347;389;389;141;2470
"412400 Santana do Itararé";8;11;11;15;9;10;9;5;9;87
"412410 Santo Antônio da Platina";418;400;407;440;448;443;555;501;427;4039
"412420 Santo Antônio do Caiuá";-;3;4;5;3;1;1;5;-;22
"412440 Santo Antônio do Sudoeste";70;63;67;50;59;65;77;83;67;601
"412460 São Carlos do Ivaí";-;-;-;-;15;17;15;20;12;79
"412490 São João do Caiuá";7;7;7;7;7;7;7;7;7;63
"412500 São João do Ivaí";25;24;21;25;26;28;32;31;26;238
"412510 São João do Triunfo";3;4;4;3;5;8;5;8;10;50
"412520 São Jorge d'Oeste";47;41;32;16;37;40;39;39;24;315
"412535 São Jorge do Patrocínio";28;21;21;23;27;28;27;-;-;175
"412540 São José da Boa Vista";15;6;11;8;7;10;18;17;13;105
"412545 São José das Palmeiras";19;19;19;17;19;14;13;14;12;146
"412550 São José dos Pinhais";888;856;859;789;825;936;907;821;940;7821
"412560 São Mateus do Sul";179;176;175;170;174;171;175;175;174;1569
"412570 São Miguel do Iguaçu";-;-;14;39;44;44;30;15;15;201
"412580 São Pedro do Ivaí";35;34;33;28;36;31;34;35;30;296
"412620 Sapopema";-;-;-;4;7;-;-;7;-;18
"412625 Sarandi";487;560;504;611;665;623;577;601;532;5160
"412640 Sertaneja";-;1;1;-;1;-;-;1;-;4
"412660 Siqueira Campos";18;18;18;24;12;9;14;18;24;155
"412667 Tamarana";13;4;7;9;11;9;15;10;8;86
"412670 Tamboara";18;19;19;19;-;38;19;19;19;170
"412700 Teixeira Soares";15;23;21;23;17;18;18;16;19;170
"412710 Telêmaco Borba";417;406;308;543;433;376;409;400;445;3737
"412720 Terra Boa";114;101;57;77;107;110;96;-;-;662
"412730 Terra Rica";45;51;51;47;50;51;51;46;50;442
"412750 Tibagi";39;36;39;40;31;31;29;28;31;304
"412760 Tijucas do Sul";66;13;-;19;28;26;26;26;-;204
"412770 Toledo";586;611;588;593;690;653;689;658;730;5798
"412780 Tomazina";62;64;26;72;55;38;76;48;41;482
"412785 Três Barras do Paraná";22;21;37;30;67;39;43;49;47;355
"412790 Tuneiras do Oeste";11;11;6;9;6;8;6;9;6;72
"412795 Tupãssi";16;15;11;-;-;9;7;7;9;74
"412796 Turvo";67;44;34;31;54;48;77;65;50;470
"412800 Ubiratã";222;212;251;224;210;206;196;245;311;2077
"412810 Umuarama";1632;1718;1232;1205;1204;1526;1623;1649;1433;13222
"412820 União da Vitória";475;444;453;458;472;492;499;530;462;4285
"412840 Uraí";-;15;11;11;17;12;8;-;15;89
"412855 Vera Cruz do Oeste";15;5;23;19;30;19;23;20;27;181
"412860 Verê";36;28;27;21;26;29;35;29;43;274
"412850 Wenceslau Braz";28;26;24;19;19;24;13;18;10;181
"420010 Abelardo Luz";84;58;27;76;74;68;18;161;169;735
"420040 Água Doce";40;26;36;22;23;31;31;45;36;290
"420070 Alfredo Wagner";15;2;24;-;29;20;5;54;-;149
"420090 Angelina";13;30;46;30;30;42;29;38;25;283
"420100 Anita Garibaldi";41;41;33;31;36;22;78;66;52;400
"420110 Anitápolis";9;-;-;-;-;-;12;-;4;25
"420127 Arabutã";6;5;18;-;16;6;11;8;4;74
"420140 Araranguá";465;460;472;558;536;514;566;459;605;4635
"420150 Armazém";30;50;40;48;54;49;49;28;56;404
"420160 Arroio Trinta";30;32;34;38;36;35;48;48;34;335
"420200 Balneário Camboriú";736;761;748;723;736;688;865;1172;-;6429
"420230 Biguaçu";192;161;238;210;203;203;226;201;-;1634
"420240 Blumenau";2022;1983;2076;1865;1911;2562;2385;2699;2131;19634
"420260 Bom Retiro";34;24;32;33;33;29;33;36;37;291
"420280 Braço do Norte";219;196;176;203;188;208;183;141;176;1690
"420290 Brusque";600;575;587;516;581;551;671;619;669;5369
"420300 Caçador";270;379;380;358;381;358;456;378;382;3342
"420310 Caibi";20;14;6;18;13;11;11;14;10;117
"420320 Camboriú";7;5;78;17;38;57;181;-;-;383
"420330 Campo Alegre";25;21;48;52;40;84;42;90;60;462
"420340 Campo Belo do Sul";-;-;33;31;26;38;44;41;20;233
"420350 Campo Erê";50;42;48;35;39;40;51;56;54;415
"420360 Campos Novos";168;188;126;114;203;207;206;219;208;1639
"420370 Canelinha";23;21;21;29;27;18;24;22;-;185
"420380 Canoinhas";80;111;109;179;152;211;235;234;246;1557
"420390 Capinzal";126;147;114;52;130;134;106;129;118;1056
"420410 Caxambu do Sul";24;10;17;15;13;13;11;10;11;124
"420420 Chapecó";1347;1513;1551;1540;1360;1470;1617;1556;1436;13390
"420430 Concórdia";625;627;484;670;630;618;627;694;636;5611
"420440 Coronel Freitas";45;19;22;11;18;18;37;40;40;250
"420455 Correia Pinto";5;15;15;6;-;13;13;9;-;76
"420460 Criciúma";934;1227;1349;1492;1429;1405;1371;1481;1445;12133
"420470 Cunha Porã";34;24;33;45;42;50;49;43;26;346
"420480 Curitibanos";380;409;433;403;277;516;516;485;451;3870
"420490 Descanso";20;24;19;47;15;60;98;68;68;419
"420500 Dionísio Cerqueira";67;81;107;102;114;104;112;90;109;886
"420530 Faxinal dos Guedes";58;60;61;62;45;80;113;66;85;630
"420540 Florianópolis";3054;2816;3272;2992;3058;3756;3477;3445;2861;28731
"420550 Fraiburgo";162;121;138;105;137;149;139;197;178;1326
"420590 Gaspar";203;204;259;243;221;210;197;407;276;2220
"420640 Guaraciaba";79;70;79;74;76;89;98;85;84;734
"420650 Guaramirim";24;-;3;-;-;31;53;29;115;255
"420660 Guarujá do Sul";27;23;18;28;18;32;25;32;45;248
"420690 Ibirama";317;417;394;302;491;501;338;251;311;3322
"420700 Içara";205;190;313;251;263;289;323;266;238;2338
"420730 Imbituba";240;214;260;331;293;299;327;222;369;2555
"420750 Indaial";236;271;271;225;257;296;265;272;-;2093
"420760 Ipira";9;8;10;11;11;8;7;6;12;82
"420765 Iporã do Oeste";64;47;47;46;64;84;66;65;84;567
"420770 Ipumirim";6;-;4;8;6;3;14;12;15;68
"420780 Irani";77;45;20;5;1;-;-;-;-;148
"420790 Irineópolis";20;20;20;21;24;24;20;19;3;171
"420800 Itá";15;17;18;20;34;35;33;31;34;237
"420810 Itaiópolis";37;27;10;12;25;13;18;17;21;180
"420820 Itajaí";1452;1147;1221;1453;1448;1211;1167;1180;1578;11857
"420830 Itapema";30;25;43;97;75;19;69;101;88;547
"420840 Itapiranga";47;60;14;-;-;15;44;43;42;265
"420850 Ituporanga";157;117;227;132;205;186;161;161;216;1562
"420870 Jacinto Machado";37;40;42;26;53;54;35;39;42;368
"420880 Jaguaruna";29;25;46;34;54;48;54;35;54;379
"420890 Jaraguá do Sul";960;1064;1028;1174;1218;1084;1175;1188;998;9889
"420900 Joaçaba";608;584;699;794;675;748;707;778;764;6357
"420910 Joinville";3229;3447;3497;3460;3231;3365;3284;3485;3154;30152
"420930 Lages";1301;1178;1192;1112;948;1167;1012;1285;1143;10338
"420940 Laguna";146;134;-;-;-;-;-;-;-;280
"420960 Lauro Muller";38;22;14;15;37;45;37;24;11;243
"420970 Lebon Régis";4;5;16;14;20;18;4;7;4;92
"420985 Lindóia do Sul";44;40;38;40;41;41;45;43;47;379
"421000 Luiz Alves";16;29;17;31;14;20;23;-;-;150
"421003 Luzerna";71;85;79;84;76;79;87;71;94;726
"421010 Mafra";523;548;624;713;661;628;741;703;811;5952
"421030 Major Vieira";59;57;50;47;44;63;64;62;-;446
"421050 Maravilha";161;152;141;157;165;203;203;219;280;1681
"421060 Massaranduba";9;8;24;17;25;19;51;18;27;198
"421080 Meleiro";44;35;60;95;46;55;80;80;101;596
"421090 Modelo";26;31;26;23;42;34;26;32;28;268
"421100 Mondaí";45;41;46;33;42;43;42;38;48;378
"421120 Morro da Fumaça";160;71;93;97;114;135;145;127;157;1099
"421130 Navegantes";159;118;130;145;141;-;-;-;-;693
"421140 Nova Erechim";13;22;81;93;60;118;160;126;86;759
"421150 Nova Trento";21;42;32;50;35;53;70;96;-;399
"421160 Nova Veneza";4;20;27;20;7;5;46;40;26;195
"421170 Orleans";58;54;71;110;77;87;106;75;147;785
"421175 Otacílio Costa";35;29;37;44;39;56;57;51;51;399
"421200 Palma Sola";55;55;62;69;67;58;81;69;45;561
"421210 Palmitos";118;86;102;106;-;40;45;53;29;579
"421220 Papanduva";59;60;47;62;74;77;70;57;72;578
"421250 Penha";-;-;69;71;86;61;202;110;118;717
"421260 Peritiba";4;10;10;23;27;29;37;26;17;183
"421270 Petrolândia";5;6;4;2;5;4;9;5;5;45
"421290 Pinhalzinho";64;47;52;48;80;55;79;71;67;563
"421320 Pomerode";149;120;125;126;155;171;163;195;156;1360
"421340 Ponte Serrada";128;92;156;122;109;127;244;221;138;1337
"421360 Porto União";235;203;251;223;261;319;262;286;231;2271
"421370 Pouso Redondo";18;21;30;29;47;34;31;32;31;273
"421380 Praia Grande";63;101;103;130;96;129;157;206;190;1175
"421400 Presidente Getúlio";30;30;32;27;25;42;50;43;26;305
"421420 Quilombo";93;85;97;110;91;72;101;73;78;800
"421450 Rio do Campo";17;28;25;22;24;21;33;26;23;219
"421480 Rio do Sul";810;660;613;716;675;707;731;771;-;5683
"421470 Rio dos Cedros";84;134;126;129;124;154;153;99;155;1158
"421490 Rio Fortuna";42;45;43;45;26;40;37;31;63;372
"421500 Rio Negrinho";124;106;164;160;169;150;185;172;-;1230
"421530 Salete";23;17;16;17;13;19;13;10;31;159
"421540 Salto Veloso";6;10;9;12;13;12;18;10;15;105
"421550 Santa Cecília";141;152;139;138;150;130;185;171;127;1333
"421570 Santo Amaro da Imperatriz";36;60;56;37;86;96;106;111;102;690
"421580 São Bento do Sul";336;335;322;304;205;139;233;258;495;2627
"421590 São Bonifácio";28;23;27;16;28;33;20;24;23;222
"421600 São Carlos";105;88;93;93;120;103;131;144;102;979
"421620 São Francisco do Sul";95;81;102;102;107;103;97;115;134;936
"421630 São João Batista";81;78;103;97;89;88;105;113;94;848
"421625 São João do Oeste";8;10;23;13;15;18;21;29;14;151
"421650 São Joaquim";73;72;77;82;69;92;147;99;63;774
"421660 São José";2046;1847;147;1894;1452;1346;1313;1725;1858;13628
"421670 São José do Cedro";21;24;35;34;34;57;54;46;33;338
"421690 São Lourenço do Oeste";121;119;109;137;122;142;159;145;144;1198
"421710 São Martinho";18;21;20;21;20;28;30;19;20;197
"421720 São Miguel do Oeste";450;417;441;453;434;409;437;484;474;3999
"421725 São Pedro de Alcântara";25;22;24;27;34;22;21;35;23;233
"421730 Saudades";29;14;31;25;23;47;25;24;36;254
"421750 Seara";53;47;47;53;54;61;82;54;66;517
"421770 Sombrio";42;33;11;11;18;145;70;60;51;441
"421780 Taió";60;64;82;74;77;86;87;94;71;695
"421790 Tangará";-;-;-;-;2;1;-;9;8;20
"421800 Tijucas";80;67;56;75;56;47;34;194;90;699
"421810 Timbé do Sul";21;26;32;28;104;84;106;75;44;520
"421820 Timbó";66;48;15;21;118;84;39;57;107;555
"421830 Três Barras";164;167;173;107;132;99;115;123;137;1217
"421840 Treze de Maio";144;199;185;112;208;214;186;244;256;1748
"421860 Trombudo Central";12;13;16;9;15;19;27;19;26;156
"421870 Tubarão";988;1041;968;954;1163;844;1046;1071;1261;9336
"421875 Tunápolis";34;41;41;50;41;31;73;56;39;406
"421880 Turvo";27;22;27;19;43;51;37;17;41;284
"421890 Urubici";13;11;14;6;10;12;11;16;12;105
"421900 Urussanga";42;67;57;69;60;67;79;88;103;632
"421910 Vargeão";5;26;24;27;9;29;37;36;20;213
"421920 Vidal Ramos";14;9;7;6;6;3;1;5;10;61
"421930 Videira";234;265;322;297;282;324;413;316;380;2833
"421935 Vitor Meireles";12;12;15;13;13;12;11;11;12;111
"421950 Xanxerê";500;518;532;578;512;631;511;608;629;5019
"421960 Xavantina";26;27;26;25;15;10;16;20;14;179
"421970 Xaxim";111;138;147;77;94;162;155;118;161;1163
"430003 Aceguá";31;35;36;28;28;30;47;24;37;296
"430010 Agudo";76;77;76;80;58;78;84;82;58;669
"430020 Ajuricaba";3;12;10;10;8;17;19;5;27;111
"430030 Alecrim";34;33;33;35;42;40;41;40;61;359
"430040 Alegrete";311;373;411;433;385;406;423;441;408;3591
"430050 Alpestre";39;28;49;40;49;44;47;39;49;384
"430060 Alvorada";413;384;386;385;397;420;459;432;355;3631
"430064 Ametista do Sul";31;17;15;17;30;20;32;29;29;220
"430070 Anta Gorda";17;18;19;23;33;25;33;29;48;245
"430080 Antônio Prado";48;58;65;69;65;52;58;55;46;516
"430090 Aratiba";20;21;8;19;20;20;28;46;26;208
"430100 Arroio do Meio";222;113;125;162;162;152;184;212;224;1556
"430120 Arroio do Tigre";83;84;82;91;119;90;103;123;97;872
"430130 Arroio Grande";36;32;36;18;29;30;57;55;56;349
"430140 Arvorezinha";46;29;39;29;57;73;64;58;58;453
"430150 Augusto Pestana";15;11;15;15;15;15;42;43;31;202
"430160 Bagé";414;503;576;592;593;627;713;544;633;5195
"430210 Bento Gonçalves";499;475;486;474;535;584;577;521;503;4654
"430220 Boa Vista do Buricá";27;26;22;21;25;25;32;34;34;246
"430230 Bom Jesus";18;35;19;21;25;28;22;-;-;168
"430235 Bom Princípio";42;34;51;37;52;35;43;29;75;398
"430240 Bom Retiro do Sul";34;51;35;44;41;50;67;50;51;423
"430245 Boqueirão do Leão";35;23;33;39;35;32;38;35;41;311
"430270 Butiá";-;5;6;8;17;11;13;10;14;84
"430280 Caçapava do Sul";114;128;118;112;108;123;142;136;143;1124
"430290 Cacequi";22;9;21;24;28;22;54;22;20;222
"430300 Cachoeira do Sul";474;495;469;522;548;508;535;531;525;4607
"430310 Cachoeirinha";306;284;340;344;273;365;367;344;243;2866
"430330 Caibaté";18;15;25;20;29;26;27;32;23;215
"430340 Caiçara";15;13;10;22;12;24;11;27;23;157
"430350 Camaquã";489;446;405;393;369;349;371;370;387;3579
"430360 Cambará do Sul";25;17;25;20;24;18;22;25;16;192
"430370 Campina das Missões";60;51;51;53;52;29;60;60;19;435
"430380 Campinas do Sul";15;16;16;16;16;18;16;8;7;128
"430390 Campo Bom";214;390;310;328;350;353;358;328;294;2925
"430400 Campo Novo";28;29;24;17;17;13;17;21;9;175
"430420 Candelária";130;151;171;178;167;156;209;199;-;1361
"430430 Cândido Godói";51;39;29;59;37;40;59;59;40;413
"430440 Canela";128;186;179;190;176;215;221;209;196;1700
"430450 Canguçu";137;131;138;125;124;164;164;158;167;1308
"430460 Canoas";2167;2108;2185;2227;2684;2209;2588;2502;2196;20866
"430463 Capão da Canoa";381;384;137;412;180;569;400;185;632;3280
"430470 Carazinho";404;359;350;358;345;296;335;413;507;3367
"430480 Carlos Barbosa";47;54;44;53;85;112;132;124;115;766
"430490 Casca";41;44;35;29;22;24;39;56;34;324
"430510 Caxias do Sul";1825;1580;1926;1627;1918;1825;1891;2149;2022;16763
"430520 Cerro Largo";49;42;32;41;42;52;45;47;37;387
"430530 Chapada";12;12;15;11;13;12;12;15;25;127
"430535 Charqueadas";77;62;64;79;120;43;82;107;84;718
"430540 Chiapetta";29;20;22;24;16;17;30;18;15;191
"430570 Condor";27;24;14;27;35;35;42;47;19;270
"430580 Constantina";18;24;22;24;34;33;39;40;33;267
"430590 Coronel Bicaco";46;40;29;26;30;24;27;28;29;279
"430600 Crissiumal";101;74;60;80;118;71;72;97;103;776
"430610 Cruz Alta";280;298;299;316;292;347;379;333;397;2941
"430620 Cruzeiro do Sul";18;25;18;24;10;10;14;7;12;138
"430630 David Canabarro";10;9;17;20;27;35;23;23;38;202
"430640 Dois Irmãos";79;141;140;120;76;145;138;143;102;1084
"430645 Dois Lajeados";29;26;24;17;17;39;27;20;27;226
"430650 Dom Feliciano";21;16;14;11;14;1;13;25;21;136
"430660 Dom Pedrito";137;158;102;139;168;136;165;132;174;1311
"430680 Encantado";149;144;133;133;145;127;168;151;159;1309
"430690 Encruzilhada do Sul";69;84;119;123;131;121;165;150;123;1085
"430700 Erechim";790;748;570;865;677;833;866;870;589;6808
"430750 Espumoso";159;135;132;123;119;136;130;127;126;1187
"430760 Estância Velha";91;95;100;100;95;94;94;93;92;854
"430770 Esteio";488;489;403;603;392;387;425;432;339;3958
"430780 Estrela";294;316;291;303;310;288;237;-;-;2039
"430790 Farroupilha";279;332;386;388;345;401;459;429;419;3438
"430800 Faxinal do Soturno";32;66;90;97;88;66;151;153;109;852
"430810 Feliz";58;73;71;62;81;79;76;72;70;642
"430820 Flores da Cunha";63;61;56;63;76;63;68;85;80;615
"430840 Formigueiro";11;6;-;6;14;7;7;-;-;51
"430845 Fortaleza dos Valos";8;5;4;5;3;5;7;6;3;46
"430850 Frederico Westphalen";194;156;110;168;147;69;299;286;71;1500
"430860 Garibaldi";115;141;113;154;131;162;157;190;168;1331
"430870 Gaurama";8;8;7;8;12;9;10;9;12;83
"430890 Getúlio Vargas";109;80;89;106;116;97;147;132;131;1007
"430900 Giruá";40;44;41;49;60;56;71;80;-;441
"430910 Gramado";271;194;259;159;242;215;291;271;-;1902
"430920 Gravataí";511;412;525;483;517;551;714;704;632;5049
"430925 Guabiju";6;2;1;3;3;2;1;3;1;22
"430940 Guaporé";90;110;82;96;107;101;99;95;78;858
"430950 Guarani das Missões";46;48;46;48;45;49;50;54;49;435
"430710 Herval";10;9;10;10;10;9;9;10;12;89
"430960 Horizontina";82;63;89;79;92;88;112;70;105;780
"430970 Humaitá";7;10;20;10;17;16;5;3;11;99
"431000 Ibirubá";67;52;65;77;77;85;78;71;57;629
"431010 Igrejinha";265;292;371;269;238;284;336;330;347;2732
"431020 Ijuí";873;1005;927;876;862;860;813;839;782;7837
"431030 Ilópolis";17;24;19;20;15;34;32;20;18;199
"431050 Iraí";44;39;45;55;52;51;71;62;52;471
"431060 Itaqui";127;132;204;179;174;174;191;159;169;1509
"431075 Ivorá";2;8;5;4;7;7;11;-;8;52
"431080 Ivoti";57;60;60;50;80;89;93;83;56;628
"431085 Jaboticaba";28;27;26;22;20;18;25;26;31;223
"431100 Jaguarão";77;110;102;93;110;96;100;103;105;896
"431110 Jaguari";34;49;20;38;48;44;65;65;45;408
"431112 Jaquirana";4;4;8;5;4;1;4;1;2;33
"431120 Júlio de Castilhos";41;42;43;36;42;39;71;64;48;426
"431130 Lagoa Vermelha";49;100;46;108;94;75;127;108;128;835
"431140 Lajeado";517;538;450;597;469;521;-;-;-;3092
"431150 Lavras do Sul";9;8;8;15;10;11;8;13;7;89
"431180 Marau";188;168;132;154;181;154;180;155;181;1493
"431190 Marcelino Ramos";37;36;34;37;28;33;49;38;46;338
"431205 Marques de Souza";40;26;30;33;30;41;36;41;45;322
"431210 Mata";-;7;7;20;10;14;14;5;13;90
"431220 Maximiliano de Almeida";29;20;28;19;16;16;22;32;28;210
"431240 Montenegro";419;430;421;454;433;411;355;426;318;3667
"431250 Mostardas";9;1;5;9;-;9;9;13;11;66
"431260 Muçum";17;14;16;15;22;21;23;18;17;163
"431265 Não-Me-Toque";44;68;53;59;48;52;76;67;61;528
"431270 Nonoai";130;136;163;139;141;147;188;170;235;1449
"431290 Nova Bassano";19;34;31;38;45;48;43;50;53;361
"431300 Nova Bréscia";31;22;27;27;23;19;23;27;23;222
"431310 Nova Palma";50;49;40;40;45;50;68;68;60;470
"431320 Nova Petrópolis";101;78;98;151;72;71;73;85;84;813
"431330 Nova Prata";121;129;126;143;123;137;132;126;158;1195
"431340 Novo Hamburgo";931;991;1111;1151;1070;1133;1155;1105;1090;9737
"431350 Osório";229;241;216;212;228;213;232;244;251;2066
"431360 Paim Filho";26;39;13;44;29;11;29;44;28;263
"431365 Palmares do Sul";37;25;17;16;22;16;16;14;39;202
"431370 Palmeira das Missões";150;194;188;175;140;123;264;257;227;1718
"431380 Palmitinho";73;73;80;82;54;49;55;106;109;681
"431390 Panambi";154;116;139;163;191;223;199;199;175;1559
"431400 Paraí";27;24;20;18;21;23;42;28;32;235
"431402 Paraíso do Sul";35;35;34;30;35;27;32;33;33;294
"431405 Parobé";354;391;283;312;306;310;376;449;388;3169
"431410 Passo Fundo";2276;2200;1960;2474;2642;2298;3076;2527;2562;22015
"431420 Pedro Osório";39;19;20;12;30;22;19;8;36;205
"431430 Pejuçara";8;5;5;7;9;12;11;9;6;72
"431440 Pelotas";1596;1371;1530;1534;1423;1365;1660;1719;1497;13695
"431447 Pinhal Grande";10;15;11;17;12;15;12;11;2;105
"431450 Pinheiro Machado";9;11;7;7;6;3;14;17;9;83
"431460 Piratini";66;49;90;108;92;76;120;142;130;873
"431470 Planalto";34;43;37;45;41;72;78;51;73;474
"431480 Portão";65;62;61;61;62;64;67;67;67;576
"431490 Porto Alegre";11861;10893;12129;12158;11522;12535;13569;12887;13339;110893
"431500 Porto Lucena";13;15;18;24;21;21;35;16;13;176
"431510 Porto Xavier";20;24;35;31;49;30;45;44;55;333
"431515 Progresso";107;98;91;97;71;52;62;-;-;578
"431520 Putinga";7;10;10;9;9;9;9;14;22;99
"431530 Quaraí";67;78;100;119;116;106;130;124;105;945
"431535 Quinze de Novembro";8;11;11;10;12;13;12;13;10;100
"431550 Restinga Seca";15;12;41;53;39;47;50;49;-;306
