,codibge,nome_municipio,sigla_uf,Sim,Sivep,DiferençaPercentual
1486,260480,Cortês,PE,10.0,15.0,-33.33
1487,260490,Cumaru,PE,16.0,13.0,23.08
1488,260500,Cupira,PE,36.0,39.0,-7.69
1489,260510,Custódia,PE,41.0,45.0,-8.89
1490,260515,Dormentes,PE,6.0,6.0,0.0
1491,260520,Escada,PE,91.0,76.0,19.74
1492,260530,Exu,PE,28.0,36.0,-22.22
1493,260540,Feira Nova,PE,40.0,42.0,-4.76
1494,260545,Fernando De Noronha,PE,3.0,2.0,50.0
1495,260550,Ferreiros,PE,11.0,14.0,-21.43
1496,260560,Flores,PE,32.0,25.0,28.0
1497,260570,Floresta,PE,29.0,25.0,16.0
1498,260580,Frei Miguelinho,PE,29.0,15.0,93.33
1499,260590,Gameleira,PE,29.0,23.0,26.09
1500,260600,Garanhuns,PE,154.0,175.0,-12.0
1501,260610,Glória Do Goitá,PE,35.0,35.0,0.0
1502,260620,Goiana,PE,150.0,129.0,16.28
1503,260630,Granito,PE,2.0,3.0,-33.33
1504,260640,Gravatá,PE,97.0,114.0,-14.91
1505,260650,Iati,PE,12.0,10.0,20.0
1506,260660,Ibimirim,PE,11.0,18.0,-38.89
1507,260670,Ibirajuba,PE,5.0,7.0,-28.57
1508,260680,Igarassu,PE,225.0,185.0,21.62
1509,260690,Iguaraci,PE,16.0,20.0,-20.0
1510,260700,Inajá,PE,8.0,3.0,166.67
1511,260710,Ingazeira,PE,1.0,2.0,-50.0
1512,260720,Ipojuca,PE,127.0,128.0,-0.78
1513,260730,Ipubi,PE,45.0,46.0,-2.17
1514,260740,Itacuruba,PE,4.0,4.0,0.0
1515,260750,Itaíba,PE,13.0,11.0,18.18
1516,260760,Ilha De Itamaracá,PE,26.0,24.0,8.33
1517,260765,Itambé,PE,57.0,49.0,16.33
1518,260770,Itapetim,PE,17.0,19.0,-10.53
1519,260775,Itapissuma,PE,35.0,42.0,-16.67
1520,260780,Itaquitinga,PE,25.0,23.0,8.7
1521,260790,Jaboatão Dos Guararapes,PE,1468.0,1281.0,14.6
1522,260795,Jaqueira,PE,17.0,10.0,70.0
1523,260800,Jataúba,PE,13.0,15.0,-13.33
1524,260805,Jatobá,PE,9.0,8.0,12.5
1525,260810,João Alfredo,PE,48.0,37.0,29.73
1526,260820,Joaquim Nabuco,PE,29.0,22.0,31.82
1527,260825,Jucati,PE,7.0,6.0,16.67
1528,260830,Jupi,PE,19.0,16.0,18.75
1529,260840,Jurema,PE,29.0,13.0,123.08
1530,260845,Lagoa Do Carro,PE,26.0,24.0,8.33
1531,260850,Lagoa De Itaenga,PE,37.0,23.0,60.87
1532,260860,Lagoa Do Ouro,PE,8.0,7.0,14.29
1533,260870,Lagoa Dos Gatos,PE,9.0,10.0,-10.0
1534,260875,Lagoa Grande,PE,21.0,23.0,-8.7
1535,260880,Lajedo,PE,62.0,47.0,31.91
1536,260890,Limoeiro,PE,129.0,88.0,46.59
1537,260900,Macaparana,PE,40.0,24.0,66.67
1538,260910,Machados,PE,13.0,12.0,8.33
1539,260915,Manari,PE,5.0,5.0,0.0
1540,260920,Maraial,PE,15.0,11.0,36.36
1541,260930,Mirandiba,PE,17.0,18.0,-5.56
1542,260940,Moreno,PE,90.0,77.0,16.88
1543,260950,Nazaré Da Mata,PE,77.0,61.0,26.23
1544,260960,Olinda,PE,854.0,798.0,7.02
1545,260970,Orobó,PE,23.0,16.0,43.75
1546,260980,Orocó,PE,6.0,8.0,-25.0
1547,260990,Ouricuri,PE,65.0,74.0,-12.16
1548,261000,Palmares,PE,110.0,106.0,3.77
1549,261010,Palmeirina,PE,12.0,9.0,33.33
1550,261020,Panelas,PE,30.0,20.0,50.0
1551,261030,Paranatama,PE,16.0,15.0,6.67
1552,261040,Parnamirim,PE,31.0,29.0,6.9
1553,261050,Passira,PE,43.0,46.0,-6.52
1554,261060,Paudalho,PE,99.0,84.0,17.86
1555,261070,Paulista,PE,720.0,624.0,15.38
1556,261080,Pedra,PE,13.0,12.0,8.33
1557,261090,Pesqueira,PE,92.0,90.0,2.22
1558,261100,Petrolândia,PE,26.0,23.0,13.04
1559,261110,Petrolina,PE,371.0,393.0,-5.6
1560,261120,Poção,PE,11.0,10.0,10.0
1561,261130,Pombos,PE,38.0,30.0,26.67
1562,261140,Primavera,PE,16.0,18.0,-11.11
1563,261150,Quipapá,PE,16.0,14.0,14.29
1564,261153,Quixaba,PE,6.0,9.0,-33.33
1565,261160,Recife,PE,3726.0,3505.0,6.31
1566,261170,Riacho Das Almas,PE,21.0,13.0,61.54
1567,261180,Ribeirão,PE,71.0,67.0,5.97
1568,261190,Rio Formoso,PE,27.0,33.0,-18.18
1569,261200,Sairé,PE,12.0,5.0,140.0
1570,261210,Salgadinho,PE,4.0,1.0,300.0
1571,261220,Salgueiro,PE,99.0,94.0,5.32
1572,261230,Saloá,PE,17.0,16.0,6.25
1573,261240,Sanharó,PE,19.0,27.0,-29.63
1574,261245,Santa Cruz,PE,9.0,8.0,12.5
1575,261247,Santa Cruz Da Baixa Verde,PE,9.0,8.0,12.5
1576,261250,Santa Cruz Do Capibaribe,PE,116.0,118.0,-1.69
1577,261255,Santa Filomena,PE,13.0,9.0,44.44
1578,261260,Santa Maria Da Boa Vista,PE,16.0,13.0,23.08
1579,261270,Santa Maria Do Cambucá,PE,26.0,14.0,85.71
1580,261280,Santa Terezinha,PE,19.0,23.0,-17.39
1581,261290,São Benedito Do Sul,PE,13.0,10.0,30.0
1582,261300,São Bento Do Una,PE,76.0,51.0,49.02
1583,261310,São Caitano,PE,59.0,38.0,55.26
1584,261320,São João,PE,15.0,13.0,15.38
1585,261330,São Joaquim Do Monte,PE,24.0,24.0,0.0
1586,261340,São José Da Coroa Grande,PE,33.0,32.0,3.12
1587,261350,São José Do Belmonte,PE,32.0,36.0,-11.11
1588,261360,São José Do Egito,PE,29.0,35.0,-17.14
1589,261370,São Lourenço Da Mata,PE,242.0,200.0,21.0
1590,261380,São Vicente Ferrer,PE,26.0,23.0,13.04
1591,261390,Serra Talhada,PE,138.0,137.0,0.73
1592,261400,Serrita,PE,22.0,18.0,22.22
1593,261410,Sertânia,PE,34.0,29.0,17.24
1594,261420,Sirinhaém,PE,49.0,50.0,-2.0
1595,261430,Moreilândia,PE,5.0,3.0,66.67
1596,261440,Solidão,PE,3.0,5.0,-40.0
1597,261450,Surubim,PE,86.0,63.0,36.51
1598,261460,Tabira,PE,31.0,32.0,-3.12
1599,261470,Tacaimbó,PE,16.0,12.0,33.33
1600,261480,Tacaratu,PE,26.0,21.0,23.81
1601,261485,Tamandaré,PE,26.0,28.0,-7.14
1602,261500,Taquaritinga Do Norte,PE,24.0,18.0,33.33
1603,261510,Terezinha,PE,4.0,4.0,0.0
1604,261520,Terra Nova,PE,9.0,9.0,0.0
1605,261530,Timbaúba,PE,120.0,87.0,37.93
1606,261540,Toritama,PE,60.0,35.0,71.43
1607,261550,Tracunhaém,PE,23.0,17.0,35.29
1608,261560,Trindade,PE,57.0,44.0,29.55
1609,261570,Triunfo,PE,21.0,14.0,50.0
1610,261580,Tupanatinga,PE,9.0,6.0,50.0
1611,261590,Tuparetama,PE,14.0,17.0,-17.65
1612,261600,Venturosa,PE,25.0,24.0,4.17
1613,261610,Verdejante,PE,8.0,4.0,100.0
1614,261618,Vertente Do Lério,PE,3.0,1.0,200.0
1615,261620,Vertentes,PE,15.0,13.0,15.38
1616,261630,Vicência,PE,36.0,30.0,20.0
1617,261640,Vitória De Santo Antão,PE,265.0,227.0,16.74
1618,261650,Xexéu,PE,29.0,22.0,31.82
1619,270010,Água Branca,AL,19.0,13.0,46.15
1620,270020,Anadia,AL,30.0,29.0,3.45
1621,270030,Arapiraca,AL,463.0,407.0,13.76
1622,270040,Atalaia,AL,46.0,39.0,17.95
1623,270050,Barra De Santo Antônio,AL,21.0,18.0,16.67
1624,270060,Barra De São Miguel,AL,7.0,6.0,16.67
1625,270070,Batalha,AL,23.0,19.0,21.05
1626,270080,Belém,AL,10.0,8.0,25.0
1627,270090,Belo Monte,AL,6.0,5.0,20.0
1628,270100,Boca Da Mata,AL,61.0,36.0,69.44
1629,270110,Branquinha,AL,11.0,9.0,22.22
1630,270120,Cacimbinhas,AL,12.0,7.0,71.43
1631,270130,Cajueiro,AL,23.0,17.0,35.29
1632,270135,Campestre,AL,15.0,15.0,0.0
1633,270140,Campo Alegre,AL,65.0,72.0,-9.72
1634,270150,Campo Grande,AL,14.0,13.0,7.69
1635,270160,Canapi,AL,9.0,8.0,12.5
1636,270170,Capela,AL,19.0,15.0,26.67
1637,270180,Carneiros,AL,9.0,4.0,125.0
1638,270190,Chã Preta,AL,7.0,7.0,0.0
1639,270200,Coité Do Nóia,AL,21.0,13.0,61.54
1640,270210,Colônia Leopoldina,AL,24.0,19.0,26.32
1641,270220,Coqueiro Seco,AL,10.0,6.0,66.67
1642,270230,Coruripe,AL,90.0,62.0,45.16
1643,270235,Craíbas,AL,17.0,12.0,41.67
1644,270240,Delmiro Gouveia,AL,91.0,76.0,19.74
1645,270250,Dois Riachos,AL,9.0,6.0,50.0
1646,270255,Estrela De Alagoas,AL,19.0,15.0,26.67
1647,270260,Feira Grande,AL,14.0,11.0,27.27
1648,270270,Feliz Deserto,AL,8.0,2.0,300.0
1649,270280,Flexeiras,AL,16.0,14.0,14.29
1650,270290,Girau Do Ponciano,AL,53.0,51.0,3.92
1651,270300,Ibateguara,AL,16.0,14.0,14.29
1652,270310,Igaci,AL,22.0,10.0,120.0
1653,270320,Igreja Nova,AL,20.0,13.0,53.85
1654,270330,Inhapi,AL,13.0,9.0,44.44
1655,270340,Jacaré Dos Homens,AL,3.0,3.0,0.0
1656,270350,Jacuípe,AL,6.0,1.0,500.0
1657,270360,Japaratinga,AL,10.0,17.0,-41.18
1658,270370,Jaramataia,AL,5.0,2.0,150.0
1659,270375,Jequiá Da Praia,AL,12.0,8.0,50.0
1660,270380,Joaquim Gomes,AL,31.0,26.0,19.23
1661,270390,Jundiá,AL,4.0,4.0,0.0
1662,270400,Junqueiro,AL,35.0,31.0,12.9
1663,270410,Lagoa Da Canoa,AL,23.0,20.0,15.0
1664,270420,Limoeiro De Anadia,AL,30.0,27.0,11.11
1665,270430,Maceió,AL,2332.0,1972.0,18.26
1666,270440,Major Isidoro,AL,25.0,23.0,8.7
1667,270450,Maragogi,AL,45.0,37.0,21.62
1668,270460,Maravilha,AL,12.0,4.0,200.0
1669,270470,Marechal Deodoro,AL,93.0,88.0,5.68
1670,270480,Maribondo,AL,26.0,18.0,44.44
1671,270490,Mar Vermelho,AL,3.0,3.0,0.0
1672,270500,Mata Grande,AL,21.0,15.0,40.0
1673,270510,Matriz De Camaragibe,AL,41.0,34.0,20.59
1674,270520,Messias,AL,31.0,24.0,29.17
1675,270530,Minador Do Negrão,AL,6.0,5.0,20.0
1676,270540,Monteirópolis,AL,4.0,4.0,0.0
1677,270550,Murici,AL,58.0,50.0,16.0
1678,270560,Novo Lino,AL,14.0,11.0,27.27
1679,270570,Olho D'água Das Flores,AL,44.0,27.0,62.96
1680,270580,Olho D'água Do Casado,AL,11.0,3.0,266.67
1681,270590,Olho D'água Grande,AL,7.0,7.0,0.0
1682,270600,Olivença,AL,17.0,10.0,70.0
1683,270610,Ouro Branco,AL,10.0,8.0,25.0
1684,270620,Palestina,AL,8.0,4.0,100.0
1685,270630,Palmeira Dos Índios,AL,161.0,113.0,42.48
1686,270640,Pão De Açúcar,AL,41.0,24.0,70.83
1687,270642,Pariconha,AL,10.0,6.0,66.67
1688,270644,Paripueira,AL,23.0,13.0,76.92
1689,270650,Passo De Camaragibe,AL,16.0,11.0,45.45
1690,270660,Paulo Jacinto,AL,14.0,6.0,133.33
1691,270670,Penedo,AL,69.0,36.0,91.67
1692,270680,Piaçabuçu,AL,26.0,14.0,85.71
1693,270690,Pilar,AL,56.0,54.0,3.7
1694,270700,Pindoba,AL,1.0,1.0,0.0
1695,270710,Piranhas,AL,23.0,15.0,53.33
1696,270720,Poço Das Trincheiras,AL,10.0,9.0,11.11
1697,270730,Porto Calvo,AL,50.0,35.0,42.86
1698,270740,Porto De Pedras,AL,9.0,4.0,125.0
1699,270750,Porto Real Do Colégio,AL,21.0,16.0,31.25
1700,270760,Quebrangulo,AL,12.0,9.0,33.33
1701,270770,Rio Largo,AL,180.0,147.0,22.45
1702,270780,Roteiro,AL,14.0,10.0,40.0
1703,270790,Santa Luzia Do Norte,AL,10.0,6.0,66.67
1704,270800,Santana Do Ipanema,AL,99.0,64.0,54.69
1705,270810,Santana Do Mundaú,AL,16.0,11.0,45.45
1706,270820,São Brás,AL,6.0,9.0,-33.33
1707,270830,São José Da Laje,AL,23.0,19.0,21.05
1708,270840,São José Da Tapera,AL,42.0,16.0,162.5
1709,270850,São Luís Do Quitunde,AL,30.0,19.0,57.89
1710,270860,São Miguel Dos Campos,AL,110.0,87.0,26.44
1711,270870,São Miguel Dos Milagres,AL,9.0,12.0,-25.0
1712,270880,São Sebastião,AL,35.0,26.0,34.62
1713,270890,Satuba,AL,42.0,31.0,35.48
1714,270895,Senador Rui Palmeira,AL,13.0,11.0,18.18
1715,270900,Tanque D'arca,AL,8.0,7.0,14.29
1716,270910,Taquarana,AL,17.0,14.0,21.43
1717,270915,Teotônio Vilela,AL,81.0,74.0,9.46
1718,270920,Traipu,AL,26.0,18.0,44.44
1719,270930,União Dos Palmares,AL,91.0,85.0,7.06
1720,270940,Viçosa,AL,35.0,28.0,25.0
1721,280010,Amparo De São Francisco,SE,4.0,4.0,0.0
1722,280020,Aquidabã,SE,23.0,27.0,-14.81
1723,280030,Aracaju,SE,1532.0,1582.0,-3.16
1724,280040,Arauá,SE,15.0,17.0,-11.76
1725,280050,Areia Branca,SE,31.0,34.0,-8.82
1726,280060,Barra Dos Coqueiros,SE,63.0,73.0,-13.7
1727,280067,Boquim,SE,39.0,43.0,-9.3
1728,280070,Brejo Grande,SE,9.0,11.0,-18.18
1729,280100,Campo Do Brito,SE,17.0,20.0,-15.0
1730,280110,Canhoba,SE,1.0,3.0,-66.67
1731,280120,Canindé De São Francisco,SE,31.0,30.0,3.33
1732,280130,Capela,SE,40.0,37.0,8.11
1733,280140,Carira,SE,30.0,35.0,-14.29
1734,280150,Carmópolis,SE,31.0,31.0,0.0
1735,280160,Cedro De São João,SE,14.0,15.0,-6.67
1736,280170,Cristinápolis,SE,23.0,24.0,-4.17
1737,280200,Divina Pastora,SE,9.0,10.0,-10.0
1738,280210,Estância,SE,142.0,140.0,1.43
1739,280220,Feira Nova,SE,6.0,7.0,-14.29
1740,280230,Frei Paulo,SE,23.0,24.0,-4.17
1741,280240,Gararu,SE,11.0,11.0,0.0
1742,280250,General Maynard,SE,7.0,7.0,0.0
1743,280260,Gracho Cardoso,SE,7.0,6.0,16.67
1744,280270,Ilha Das Flores,SE,13.0,15.0,-13.33
1745,280280,Indiaroba,SE,15.0,19.0,-21.05
1746,280290,Itabaiana,SE,150.0,167.0,-10.18
1747,280300,Itabaianinha,SE,46.0,51.0,-9.8
1748,280320,Itaporanga D'ajuda,SE,51.0,57.0,-10.53
1749,280330,Japaratuba,SE,34.0,43.0,-20.93
1750,280340,Japoatã,SE,19.0,16.0,18.75
1751,280350,Lagarto,SE,132.0,150.0,-12.0
1752,280360,Laranjeiras,SE,46.0,46.0,0.0
1753,280370,Macambira,SE,8.0,6.0,33.33
1754,280380,Malhada Dos Bois,SE,4.0,4.0,0.0
1755,280390,Malhador,SE,16.0,18.0,-11.11
1756,280400,Maruim,SE,32.0,35.0,-8.57
1757,280410,Moita Bonita,SE,6.0,11.0,-45.45
1758,280420,Monte Alegre De Sergipe,SE,9.0,8.0,12.5
1759,280430,Muribeca,SE,12.0,12.0,0.0
1760,280440,Neópolis,SE,31.0,32.0,-3.12
1761,280445,Nossa Senhora Aparecida,SE,7.0,10.0,-30.0
1762,280450,Nossa Senhora Da Glória,SE,60.0,54.0,11.11
1763,280460,Nossa Senhora Das Dores,SE,28.0,37.0,-24.32
1764,280470,Nossa Senhora De Lourdes,SE,5.0,6.0,-16.67
1765,280480,Nossa Senhora Do Socorro,SE,367.0,430.0,-14.65
1766,280490,Pacatuba,SE,17.0,19.0,-10.53
1767,280500,Pedra Mole,SE,3.0,3.0,0.0
1768,280510,Pedrinhas,SE,12.0,13.0,-7.69
1769,280520,Pinhão,SE,15.0,15.0,0.0
1770,280530,Pirambu,SE,15.0,19.0,-21.05
1771,280540,Poço Redondo,SE,19.0,22.0,-13.64
1772,280550,Poço Verde,SE,32.0,36.0,-11.11
1773,280560,Porto Da Folha,SE,28.0,27.0,3.7
1774,280570,Propriá,SE,51.0,56.0,-8.93
1775,280580,Riachão Do Dantas,SE,15.0,24.0,-37.5
1776,280590,Riachuelo,SE,11.0,13.0,-15.38
1777,280600,Ribeirópolis,SE,23.0,27.0,-14.81
1778,280610,Rosário Do Catete,SE,12.0,12.0,0.0
1779,280620,Salgado,SE,27.0,29.0,-6.9
1780,280630,Santa Luzia Do Itanhy,SE,12.0,10.0,20.0
1781,280640,Santana Do São Francisco,SE,7.0,13.0,-46.15
1782,280650,Santa Rosa De Lima,SE,5.0,7.0,-28.57
1783,280660,Santo Amaro Das Brotas,SE,16.0,16.0,0.0
1784,280670,São Cristóvão,SE,152.0,175.0,-13.14
1785,280680,São Domingos,SE,26.0,30.0,-13.33
1786,280690,São Francisco,SE,5.0,6.0,-16.67
1787,280700,São Miguel Do Aleixo,SE,2.0,3.0,-33.33
1788,280710,Simão Dias,SE,52.0,66.0,-21.21
1789,280720,Siriri,SE,7.0,11.0,-36.36
1790,280730,Telha,SE,7.0,6.0,16.67
1791,280740,Tobias Barreto,SE,54.0,75.0,-28.0
1792,280750,Tomar Do Geru,SE,13.0,16.0,-18.75
1793,280760,Umbaúba,SE,32.0,33.0,-3.03
1794,290010,Abaíra,BA,10.0,3.0,233.33
1795,290020,Abaré,BA,7.0,6.0,16.67
1796,290030,Acajutiba,BA,17.0,9.0,88.89
1797,290035,Adustina,BA,8.0,7.0,14.29
1798,290040,Água Fria,BA,10.0,5.0,100.0
1799,290050,Érico Cardoso,BA,2.0,0.0,inf
1800,290060,Aiquara,BA,14.0,10.0,40.0
1801,290070,Alagoinhas,BA,220.0,144.0,52.78
1802,290080,Alcobaça,BA,19.0,19.0,0.0
1803,290090,Almadina,BA,8.0,9.0,-11.11
1804,290100,Amargosa,BA,53.0,44.0,20.45
1805,290110,Amélia Rodrigues,BA,36.0,30.0,20.0
1806,290115,América Dourada,BA,6.0,3.0,100.0
1807,290120,Anagé,BA,18.0,14.0,28.57
1808,290130,Andaraí,BA,7.0,7.0,0.0
1809,290135,Andorinha,BA,14.0,9.0,55.56
1810,290140,Angical,BA,12.0,9.0,33.33
1811,290150,Anguera,BA,1.0,2.0,-50.0
1812,290160,Antas,BA,7.0,2.0,250.0
1813,290170,Antônio Cardoso,BA,6.0,5.0,20.0
1814,290180,Antônio Gonçalves,BA,8.0,5.0,60.0
1815,290190,Aporá,BA,18.0,10.0,80.0
1816,290195,Apuarema,BA,9.0,6.0,50.0
1817,290200,Aracatu,BA,15.0,10.0,50.0
1818,290205,Araças,BA,8.0,5.0,60.0
1819,290210,Araci,BA,47.0,32.0,46.88
1820,290220,Aramari,BA,10.0,9.0,11.11
1821,290225,Arataca,BA,17.0,11.0,54.55
1822,290230,Aratuípe,BA,7.0,2.0,250.0
1823,290240,Aurelino Leal,BA,21.0,13.0,61.54
1824,290250,Baianópolis,BA,6.0,4.0,50.0
1825,290260,Baixa Grande,BA,7.0,2.0,250.0
1826,290265,Banzaê,BA,6.0,1.0,500.0
1827,290270,Barra,BA,33.0,14.0,135.71
1828,290280,Barra Da Estiva,BA,15.0,15.0,0.0
1829,290290,Barra Do Choça,BA,39.0,36.0,8.33
1830,290300,Barra Do Mendes,BA,9.0,8.0,12.5
1831,290310,Barra Do Rocha,BA,4.0,3.0,33.33
1832,290320,Barreiras,BA,176.0,185.0,-4.86
1833,290323,Barro Alto,BA,7.0,4.0,75.0
1834,290327,Barrocas,BA,18.0,7.0,157.14
1835,290330,Barro Preto,BA,5.0,10.0,-50.0
1836,290340,Belmonte,BA,18.0,14.0,28.57
1837,290350,Belo Campo,BA,11.0,7.0,57.14
1838,290360,Biritinga,BA,6.0,1.0,500.0
1839,290370,Boa Nova,BA,12.0,11.0,9.09
1840,290380,Boa Vista Do Tupim,BA,6.0,4.0,50.0
1841,290390,Bom Jesus Da Lapa,BA,52.0,34.0,52.94
1842,290395,Bom Jesus Da Serra,BA,10.0,10.0,0.0
1843,290400,Boninal,BA,7.0,3.0,133.33
1844,290405,Bonito,BA,11.0,8.0,37.5
1845,290410,Boquira,BA,11.0,6.0,83.33
1846,290420,Botuporã,BA,3.0,2.0,50.0
1847,290430,Brejões,BA,9.0,10.0,-10.0
1848,290440,Brejolândia,BA,8.0,7.0,14.29
1849,290450,Brotas De Macaúbas,BA,2.0,1.0,100.0
1850,290460,Brumado,BA,162.0,94.0,72.34
1851,290470,Buerarema,BA,34.0,31.0,9.68
1852,290475,Buritirama,BA,20.0,15.0,33.33
1853,290480,Caatiba,BA,7.0,8.0,-12.5
1854,290485,Cabaceiras Do Paraguaçu,BA,5.0,2.0,150.0
1855,290490,Cachoeira,BA,17.0,12.0,41.67
1856,290500,Caculé,BA,12.0,10.0,20.0
1857,290510,Caém,BA,7.0,4.0,75.0
1858,290515,Caetanos,BA,11.0,14.0,-21.43
1859,290520,Caetité,BA,18.0,21.0,-14.29
1860,290530,Cafarnaum,BA,14.0,6.0,133.33
1861,290540,Cairu,BA,18.0,7.0,157.14
1862,290550,Caldeirão Grande,BA,7.0,5.0,40.0
1863,290560,Camacan,BA,47.0,62.0,-24.19
1864,290570,Camaçari,BA,518.0,446.0,16.14
1865,290580,Camamu,BA,39.0,24.0,62.5
1866,290590,Campo Alegre De Lourdes,BA,25.0,11.0,127.27
1867,290600,Campo Formoso,BA,48.0,40.0,20.0
1868,290610,Canápolis,BA,3.0,5.0,-40.0
1869,290620,Canarana,BA,22.0,10.0,120.0
1870,290630,Canavieiras,BA,51.0,51.0,0.0
1871,290640,Candeal,BA,1.0,0.0,inf
1872,290650,Candeias,BA,139.0,135.0,2.96
1873,290660,Candiba,BA,12.0,17.0,-29.41
1874,290670,Cândido Sales,BA,55.0,28.0,96.43
1875,290680,Cansanção,BA,37.0,15.0,146.67
1876,290682,Canudos,BA,11.0,14.0,-21.43
1877,290685,Capela Do Alto Alegre,BA,12.0,7.0,71.43
1878,290687,Capim Grosso,BA,24.0,17.0,41.18
1879,290689,Caraíbas,BA,2.0,3.0,-33.33
1880,290690,Caravelas,BA,10.0,9.0,11.11
1881,290700,Cardeal Da Silva,BA,4.0,2.0,100.0
1882,290710,Carinhanha,BA,17.0,13.0,30.77
1883,290720,Casa Nova,BA,42.0,19.0,121.05
1884,290730,Castro Alves,BA,23.0,17.0,35.29
1885,290740,Catolândia,BA,1.0,1.0,0.0
1886,290750,Catu,BA,64.0,39.0,64.1
1887,290755,Caturama,BA,6.0,1.0,500.0
1888,290760,Central,BA,11.0,7.0,57.14
1889,290770,Chorrochó,BA,9.0,5.0,80.0
1890,290780,Cícero Dantas,BA,32.0,10.0,220.0
1891,290790,Cipó,BA,11.0,10.0,10.0
1892,290800,Coaraci,BA,41.0,38.0,7.89
1893,290810,Cocos,BA,12.0,9.0,33.33
1894,290820,Conceição Da Feira,BA,22.0,18.0,22.22
1895,290830,Conceição Do Almeida,BA,16.0,20.0,-20.0
1896,290840,Conceição Do Coité,BA,39.0,23.0,69.57
1897,290850,Conceição Do Jacuípe,BA,29.0,20.0,45.0
1898,290860,Conde,BA,16.0,10.0,60.0
1899,290870,Condeúba,BA,11.0,12.0,-8.33
1900,290880,Contendas Do Sincorá,BA,5.0,0.0,inf
1901,290890,Coração De Maria,BA,11.0,12.0,-8.33
1902,290900,Cordeiros,BA,5.0,4.0,25.0
1903,290910,Coribe,BA,10.0,9.0,11.11
1904,290920,Coronel João Sá,BA,16.0,7.0,128.57
1905,290930,Correntina,BA,25.0,30.0,-16.67
1906,290940,Cotegipe,BA,11.0,11.0,0.0
1907,290950,Cravolândia,BA,1.0,1.0,0.0
1908,290960,Crisópolis,BA,10.0,3.0,233.33
1909,290970,Cristópolis,BA,4.0,4.0,0.0
1910,290980,Cruz Das Almas,BA,54.0,44.0,22.73
1911,290990,Curaçá,BA,27.0,9.0,200.0
1912,291000,Dário Meira,BA,16.0,7.0,128.57
1913,291005,Dias D'ávila,BA,136.0,114.0,19.3
1914,291010,Dom Basílio,BA,12.0,11.0,9.09
1915,291020,Dom Macedo Costa,BA,6.0,5.0,20.0
1916,291030,Elísio Medrado,BA,7.0,3.0,133.33
1917,291040,Encruzilhada,BA,16.0,13.0,23.08
1918,291050,Entre Rios,BA,32.0,15.0,113.33
1919,291060,Esplanada,BA,26.0,17.0,52.94
1920,291070,Euclides Da Cunha,BA,49.0,16.0,206.25
1921,291072,Eunápolis,BA,139.0,128.0,8.59
1922,291075,Fátima,BA,12.0,6.0,100.0
1923,291077,Feira Da Mata,BA,3.0,1.0,200.0
1924,291080,Feira De Santana,BA,776.0,500.0,55.2
1925,291085,Filadélfia,BA,22.0,14.0,57.14
1926,291090,Firmino Alves,BA,8.0,4.0,100.0
1927,291100,Floresta Azul,BA,15.0,11.0,36.36
1928,291110,Formosa Do Rio Preto,BA,20.0,10.0,100.0
1929,291120,Gandu,BA,49.0,26.0,88.46
1930,291125,Gavião,BA,3.0,1.0,200.0
1931,291130,Gentio Do Ouro,BA,6.0,2.0,200.0
1932,291140,Glória,BA,15.0,12.0,25.0
1933,291150,Gongogi,BA,8.0,6.0,33.33
1934,291160,Governador Mangabeira,BA,12.0,12.0,0.0
1935,291165,Guajeru,BA,5.0,1.0,400.0
1936,291170,Guanambi,BA,64.0,69.0,-7.25
1937,291180,Guaratinga,BA,35.0,36.0,-2.78
1938,291185,Heliópolis,BA,7.0,3.0,133.33
1939,291190,Iaçu,BA,24.0,20.0,20.0
1940,291200,Ibiassucê,BA,2.0,1.0,100.0
1941,291210,Ibicaraí,BA,47.0,53.0,-11.32
1942,291220,Ibicoara,BA,8.0,9.0,-11.11
1943,291230,Ibicuí,BA,16.0,10.0,60.0
1944,291240,Ibipeba,BA,8.0,4.0,100.0
1945,291250,Ibipitanga,BA,16.0,15.0,6.67
1946,291260,Ibiquera,BA,5.0,3.0,66.67
1947,291270,Ibirapitanga,BA,30.0,21.0,42.86
1948,291280,Ibirapuã,BA,12.0,12.0,0.0
1949,291290,Ibirataia,BA,38.0,30.0,26.67
1950,291300,Ibitiara,BA,5.0,7.0,-28.57
1951,291310,Ibititá,BA,17.0,13.0,30.77
1952,291320,Ibotirama,BA,25.0,30.0,-16.67
1953,291330,Ichu,BA,3.0,2.0,50.0
1954,291340,Igaporã,BA,19.0,25.0,-24.0
1955,291345,Igrapiúna,BA,11.0,7.0,57.14
1956,291350,Iguaí,BA,26.0,18.0,44.44
1957,291360,Ilhéus,BA,360.0,397.0,-9.32
1958,291370,Inhambupe,BA,24.0,29.0,-17.24
1959,291380,Ipecaetá,BA,8.0,6.0,33.33
1960,291390,Ipiaú,BA,82.0,60.0,36.67
1961,291400,Ipirá,BA,34.0,27.0,25.93
1962,291410,Ipupiara,BA,2.0,2.0,0.0
1963,291420,Irajuba,BA,1.0,0.0,inf
1964,291430,Iramaia,BA,8.0,7.0,14.29
1965,291440,Iraquara,BA,14.0,9.0,55.56
1966,291450,Irará,BA,18.0,16.0,12.5
1967,291460,Irecê,BA,100.0,95.0,5.26
1968,291465,Itabela,BA,49.0,44.0,11.36
1969,291470,Itaberaba,BA,124.0,89.0,39.33
1970,291480,Itabuna,BA,496.0,499.0,-0.6
